align_results_201904222126.csvid,nama
67385,POYOWA KECIL
67387,MONGKONAI
67388,MOLINOW
67389,MOGOLAING
67390,GOGAGOMAN
67391,KOTAMOBAGU
67392,MONGKONAI BARAT
67396,SIDONDO II
67397,SIDONDO I
67398,BORA
67399,WATUNONJU
67400,OLOBUJU
67401,SOULOWE
67402,SIDERA
67403,JONO OGE
67404,KALUKUBULA
67405,LOLU
67406,POMBEWE
67407,LORU
67408,MPANAU
67409,NGATABARU
67410,MARANATHA
67411,SIDONDO III
67412,SIDONDO IV
67414,BOBO
67415,BUNGA
67416,KAPIROWE
67417,MAKMUR
67418,BERDIKARI
67419,PATIMBE
67420,AMPERA
67421,REJEKI
67422,SINTUWU
67423,SIGIMPU
67424,BAKUBAKULU
67425,BAHAGIA
67426,RAHMAT
67427,TANAH HARAPAN
67428,RANTELEDA
67429,TONGOA
67430,LEMBANTONGOA
67431,UWE NUNI
67432,SEJAHTERA
67434,KAMARORA A
67435,KAMARORA B
67436,KADIDIA
67437,SOPU
67438,BULILI
67440,PUROO
67441,LANGKO
67442,TOMADO
67443,ANCA
67445,BANGGAIBA
67446,TANGKULOWI
67447,BOLADANGKO
67448,LONCA
67449,RANTEWULU
67450,TOWULU
67451,WINATU
67452,BOLAPAPU
67453,MATAUE
67454,TORO
67455,SALUA
67456,NAMO
67458,LEMPELERO
67459,GIMPU
67460,TOMUA
67461,TOMPI BUGIS
67462,LAWUA
67463,WATUKILO
67464,SALUTOME
67465,O'O PARESE
67466,PILIMAKUJAWA
67467,PALAMAKI
67469,KOJA
67470,KALAMANTA
67471,MAMU
67472,PEANA
67473,KANTEWU
67474,ONU
67475,MAPAHI
67476,BANASU
67477,LONEBASA
67478,LAWE
67479,MORUI
67481,TUWA
67482,OMU
67483,SIMORO
67484,PAKULI
67485,PANDERE
67486,KALAWARA
67488,BANGGA
67489,WALATANA
67490,BULUBETE
67491,BALUASE
67492,ROGO
67493,PULU
67494,BALONGGA
67495,SAMBO
67496,WISOLO
67497,JONO
67498,POI
67500,LAMBARA
67501,SIBALAYA SELATAN
67502,SIBALAYA UTARA
67503,SIBOWI
67505,SIBONU
67506,KALUKU TINGGU
67507,PEWUNU
67508,KALEKE
67509,RARAMPADENDE
67510,BALUMPEWA
67511,BALAMOA
67512,PESAKU
67513,MANTIKOLE
67514,BOBO
67516,TULO
67517,LANGALESO
67518,WATUBULA
67519,SOULOWE
67520,KARAWANA
67521,KOTAPULU
67522,KOTARINDAU
67523,WATURALELE
67524,MAKU
67525,POTOYA
67526,KABOBONA
67528,PORAME
67529,BALANE
67530,UWEMANJE
67531,RONDINGO
67532,DODA
67533,KALORA
67534,KANUNA
67535,DAENGGUNE
67537,LEBANU
67538,BEKA
67539,SIBEDI
67540,PADENDE
67541,SUNJU
67542,TINGGEDE
67543,BALIASE
67544,BINANGGA
67545,BOYABALIASE
67546,TINGGEDE SELATAN
67548,WAYU
67549,TAIPANGGABE
67550,MATANTIMALI
67551,LEWARA
67552,DOMBU
67553,SOI
67554,WUGAGA
67555,PANASIBAJA
67556,ONGULERO
67557,WIAPORE
67560,BUGIS
67561,BALANTANG
67562,BATUI
67563,TOLANDO
67564,LAMO
67565,SISIPAN
67566,BAKUNG
67567,NONONG
67568,KAYOWA
67569,ONDO-ONDOLU
67570,HONBOLA
67571,USO
67572,ONDO-ONDOLU I
67574,BUNTA I
67575,BUNTA II
67576,SALABENDA
67577,BOHOTOKONG
67578,DONDO SIMOLI
67579,LAONGGO
67580,HION
67581,TOMBONGAN ULOS
67582,PONGIAN
67583,TUNTUNG
67584,NANGA-NANGAON
67585,TOIMA
67586,MATABAS
67587,HUHAK
67588,LONTIO
67589,DEMANGAN JAYA
67590,LONGGOLIAN
67591,KALUMBANGAN
67592,POLO
67594,MENDONO
67595,LONTIO
67596,KALOLOS
67597,TANGKIANG
67598,PADANG
67599,MANYULA
67600,ULING
67601,KINTOM
67602,SAMADOYA
67603,DIMPALON
67604,SOLAN
67605,PADUNGNYO
67606,BABANBUYANGGE
67609,NAMBO PADANG
67610,NAMBO LEMPEK
67611,MAAHAS
67612,SIMPONG
67613,HANGA HANGA
67614,LUWUK
67615,BARU
67616,SOHO
67617,BUNGIN
67618,KILONGAN
67619,KOYOAN
67620,BUBUNG
67621,TONTOUAN
67622,LUMPOKNYO
67623,BUMI BERINGIN
67624,BOYOU
67625,BIAK
67626,BUNGA
67627,KAMUMU
67628,SALODIK
67629,AWU
67631,LONAS
67632,BORAS
67633,SULUBOMBONG
67636,BINOTIK
67637,SOBOL
67639,NIPA
67640,KAGITAKAN
67641,SIRONG
67642,POROAN
67643,LOMBA
67644,BONEBOBAKAL
67645,BARUGA
67646,KOTABARU
67647,LABOTAN
67648,TINONDA
67649,GARUGA
67651,BALANTAK
67652,DALE-DALE
67653,TALIMA A
67654,TALIMA B
67655,DOLOM
67656,KILOMA
67657,RA'U
67658,TANOTU
67659,PADANG
67660,MAMPING
67661,LUOK
67662,KAMPANGAR
67663,TEKU
67665,BATU SIMPANG
67666,PANGKALASEANG
67667,BOLOAK
67668,KUNTANG
67670,PAKOWA
67671,PAGIMANA
67672,BASABUNGAN
67673,BALOA DODA
67674,TAMPE
67675,ASAAN
67676,BALAI GONDI
67677,BAJO POAT
67678,GOMUO
67679,NAIN
67680,LAMO
67681,TONGKONUNUK
67682,HOHUDONGAN
67683,SINAMPANGNYO
67684,JAYA BAKTI
67685,PISOU
67686,LAMBANGAN
67687,TOIPAN
67688,SIUNA
67689,PINAPUAN
67690,SEPA
67691,TALOYON
67692,UWEDAKA
67693,TINTINGAN
67694,BUNGAWON
67695,HUHAK
67696,POH
67698,BONDAT
67699,SAMMAJATEM
67700,BULU
67701,TOMBANG
67703,BUALEMO A
67704,TIKUPAN
67705,TRANS MAYAYAP
67706,TOIBA
67707,LONGKOGA BARAT
67708,LONGKOGA TIMUR
67709,BUALEMO B
67710,TAIMA
67711,SAMPAKA
67712,MALIK
67713,BINSIL
67714,BINSIL PADANG
67715,LEMBAH TOMPOTIKA
67716,MAYAYAP
67717,BIMA KARYA
67718,NIPA KALEMOAN
67720,CENDANA
67721,CENDANA PURA
67722,SENTRAL SARI
67723,TOHITI SARI
67724,TIRTA KENCANA
67725,SINGKOYO
67726,TOLISU
67727,PIONDO
67728,TIRTA SARI
67729,RUSA KENCANA
67730,BUKIT JAYA
67731,SAMALORE
67732,UE MEA
67733,BENTENG
67734,MANSAHANG
67735,SINDANG BARU
67736,TANAH ABANG
67737,JAYA KENCANA
67738,MEKAR KENCANA
67739,MARGA KENCANA
67740,SARI BUANA
67741,SENTRAL TIMUR
67743,TANGEBAN
67744,TAUGI
67745,ETENG
67746,MINANG ANDALA
67747,POSPA DUATAKARYA
67748,PURWO AGUNG
67749,KEMBANG  MERTA
67750,SIMPANGAN
67751,TOMPOTIKA MAKMUR
67752,DUATA KARYA
67753,SERESE
67755,KAYUTANYO
67756,POHI
67757,HUNDUHON
67758,BAYA
67759,UWEDIKAN
67760,BANTAYAN
67761,LAUWON
67762,BOITAN
67763,MALINO
67764,LOUK
67765,LONTOS
67766,INDANG SARI
67768,DONGIN
67769,PANDAN WANGI
67770,KAMI WANGI
67771,SINDANG SARI
67772,MAKAPA
67773,KARYA MAKMUR
67774,MANTAWA
67775,PASIR LAMBA
67776,MANTAWA BONEBAE
67777,GUNUNG KRAMAT
67778,LEMBAH KRAMAT
67779,RATA
67780,BUKIT MAKARTI
67781,UWE LULO
67782,BUMI HARAPAN
67783,MEKAR SARI
67785,BANGKETA
67786,TOBELOMBANG
67787,BALAAN
67788,MANTAN B
67789,TOMEANG
67790,PAKOWA BUNTA
67791,TIBOMBO
67792,BOLOBUNGKANG
67793,PETAK
67794,BELLA
67795,BINOHU
67796,DAMAI MAKMUR
67797,JAYA MAKMUR
67798,SAITI
67799,SUMBER AGUNG
67800,BATU HITAM
67801,KABUA BUA
67802,PULO DALAGAN
67804,SALUAN
67805,TOILI
67806,SELAMET RAHARJO
67807,MULIO HARJO
67808,SIDOHARJO
67809,BUMI HARJO
67810,MINAKARYA
67811,MINAHAKI
67812,ARGA KENCANA
67813,MOILONG
67814,KARANG ANYAR
67815,SUMBER HARJO
67816,KARYA JAYA
67817,TOU
67818,ARGO MULYO
67819,SIDO MAKMUR
67821,MAASING
67822,GORI-GORI
67823,SINORANG
67824,SUKAMAJU
67825,SUKAMAJU SATU
67826,PAISU BULOLI
67827,OMBOLU
67828,BONEBALANTAK
67829,MASUNGKANG
67830,MALEO JAYA
67832,LOBU
67833,BOLOBUNGKANG
67834,NIUBULAN
67835,KADODI
67836,UHA UHANGON
67837,BAHINGIN
67838,UWE DAKA-DAKA
67839,BALEAN
67840,LAMBULI
67842,BERINGIN JAYA
67843,RANTAU JAYA
67844,KONINIS
67845,GONOHOP
67846,SUMBER MULIA
67847,DODA BUNTA
67848,SIMPANG SATU
67849,SIMPANG DUA
67850,DOWIWI
67851,MANTAN A
67852,DWIPA KARYA
67853,LOKAIT
67855,TOMBOS
67856,DONDO
67857,SEPE
67858,BOOY
67859,TINTINGAN
67860,RESARNA
67861,GIWANG
67862,TONGKE
67863,GORONTALO
67864,POYANG
67865,TANGGAWAS
67868,MOENGKO LAMA
67869,MOENGKO BARU
67870,KAYAMANYA
67871,GEBANGREJO
67873,KASINGUNCU
67874,MAPANE
67875,BETANIA
67876,TOINI
67877,BEGA
67878,MASAMBA
67879,SAATU
67880,PINEDAPA
67881,MASANI
67882,TOKORONDO
67883,TIWAA
67884,LANTO JAYA
67885,LAPE
67886,TOWU
67888,TAMPEMADORA
67889,PANDIRI
67890,WATUAWU
67891,TAMBARO
67892,TAGOLU
67893,MALIWUKO
67894,SILANCA
67895,SEPE
67896,BATEGENCU
67897,TOYADO
67898,TONGKO
67899,MALEI
67900,SINTUWULEMBA
67901,LABUAN
67907,SAWIDAGO
67908,TENDEADONGI
67914,SAOJO
67918,PANJOKA
67921,L E N A
67924,TARIPA
67925,TIU
67926,PETIRO
67927,PANCASILA
67928,OLUMOKUNDE
67929,KAMBA
67930,DIDIRI
67931,KELEI
67932,POLEGANYARA
67933,MASEWE
67934,MATIALEMBA
67935,KANCU'U
67937,BANCEA
67938,BOE
67939,PENDOLO
67940,PANDAYORA
67941,MAYOA
67942,UELENE
67943,MAYASARI
67944,PANDA JAYA
67945,MAYA JAYA
67946,BANGUN JAYA
67947,PANJO
67948,PASIR PUTIH
67950,DODOLO
67951,KADUWAA
67952,WATUMAETA
67953,SEDOA
67954,ALITUPU
67955,WUASA
67956,BUMI BANYUSARI
67958,HANGIRA
67959,LEMPE
67960,DODA
67961,BARIRI
67962,TORIRE
67963,KATU
67964,ROMPO
67965,BALEURA
67967,GINTU
67968,RUNDE
67969,BADANGKAIA
67970,BAKEKAU
67971,BULILI
67972,BEWA
67973,PADA
67974,BOMBA
67976,KILO
67977,KAWENDE
67978,KALORA
67979,TAMBARANA
67980,TUMORA
67981,TRI MULYA
67982,BAKTI AGUNG
67983,TOBE
67984,MAMBUKE
67986,DEWUA
67987,SANGGINORA
67988,TANGKURA
67989,MALITU
67990,PATIWUNGGA
67991,BETALEMBA
67992,PANTANGOLEMBA
67993,PADALEMBARA
67995,TAIPA
67996,MEKO
67997,TOINASA
67998,SALUKAIA
67999,URANOSARI
68001,SAYO
68002,BUKIT BAMBU
68003,KAWUA
68004,RONONONCU
68005,LEMBOMAWO
68007,BONESOMPE
68008,KASINTUWU
68009,LOMBOGIA
68010,LAWANGA
68011,TEGALREJO
68012,MADALE
68014,TUARE
68015,KAGEROA
68016,TOMEHIPI
68017,LENGKEKA
68018,KOLORI
68019,LELIO
68021,WINOWANGA
68022,MAHOLO
68023,TAMADUE
68024,MEKARSARI
68026,WATUTAU
68027,BETUE
68028,TALABOSA
68029,WANGA
68030,SILIWANGA
68032,KOROBONO
68033,AMPORIWO
68034,WAYURA
68035,TOKILO
68036,TINDOLI
68037,TOLAMBO
68038,SINGKONA
68039,SALINDU
68040,BARATI
68043,PANTOLOBETE
68044,BONEMARAWA
68045,TINAUKA
68046,LALUNDU
68047,TOVIORA
68048,MINTI MAKMUR
68049,POLANTO JAYA
68050,POLANDO JAYA
68051,RIO MUKTI
68052,PANCA MUKTI
68053,PAKAVA
68054,NGOVI VAKAVA
68055,BUKIT INDAH
68056,MBULAWA
68058,KAMBAYANG
68059,TALAGA
68060,SABANG
68061,SIOYONG
68062,PANII
68063,PONGGERANG
68064,RERANG
68065,BUDI MUKTI
68066,LEMBAH MUKTI
68067,MALONAS
68068,PARISAN AGUNG
68069,KARYA MUKTI
68071,KABONGA BESAR
68072,GANTI
68073,KABONGA KECIL
68074,GUNUNG BALE
68075,MALENI
68076,TANJUNG BATU
68077,BOYA
68078,LABUAN BAJO
68079,BONEOGE
68080,LOLI OGE
68081,LOLI TASIBURI
68082,LOLI PESUA
68083,LOLI DONDO
68084,LOLI SALURAN
68086,LABUAN
68087,LABUAN SALUMBONE
68088,LABUAN PANIMBA
68089,LABUAN LELEA
68090,LABUAN KUNGGUMA
68091,LABUAN TOPOSO
68093,DALAKA
68094,LERO
68095,TARIPA
68096,SUMARI
68097,TOAYA
68098,MASAINGI
68099,MARANA
68100,ENU
68101,LERO TATARI
68102,TOAYA VUNTA
68103,GUMBASA
68104,APE MALIKO
68105,KAVAYA
68107,OMBO
68108,TONDO
68109,JONOOGE
68110,DAMPAL
68111,SIPI
68112,TANJUNG PADANG
68113,BALINTUMA
68114,SIBADO
68115,TOMPE
68116,LOMPIO
68117,LENDE
68118,LENDE TOVEA
68120,LABEAN
68121,LOMBONGA
68122,MELI
68123,TAMBU
68124,SIWELI
68125,SIBUALONG
68126,SIBAYU
68127,MALINO
68128,MAPANE TAMBU
68129,TOVIA TAMBU
68131,BALUKANG
68132,SIWALEMPU
68133,SIBOANG
68134,TONGGOLOBIBI
68135,BOU
68136,SAMALILI
68137,BUKIT HARAPAN
68138,PANGALASIANG
68139,BALUKANG II
68141,MBUWU
68142,SALUMPAKU
68143,WATATU
68144,SURUMANA
68145,LALOMBI
68146,TANAMEA
68147,BAMBARIMI
68148,SALUNGKAENU
68149,LUMBUMAMARA
68150,TOLONGANO
68151,TOSALE
68152,LUMBU TAROMBO
68153,LUMBULAMA
68154,ONGULARA
68155,MALINO
68157,WANI I
68158,WANI II
68159,NUPABOMBA
68160,WOMBO
68161,GUNTARANO
68162,BALE
68163,WOMBO MPANAU
68164,WOMBO KALONGGO
68166,PALINTUMA
68167,GIMPUBIA
68168,DANGARA'A
68169,BAMBAKANINI
68170,BAMBAKAENU
68171,TOMODO
68173,TIBO
68174,KALIBURU
68175,BATUSUYA
68176,SALOYA
68177,BATUSUYA GO'O
68179,SIKARA TOBATA
68180,ALINDAU
68181,OTI
68182,TAMARENJA
68183,SIPESO
68185,POWELUA
68186,LUMBUDOLO
68187,KOLA-KOLA
68188,LIMBORO
68189,TOWALE
68190,SALUBOMBA
68191,MEKAR BARU
68193,OGOAMAS I
68194,OGOAMAS II
68195,LENJU
68196,PESIK
68198,KETONG
68199,RANO
68200,KAMONJI
68201,MALEI
68202,WALANDANO
68204,PALAU
68208,KOMBO
68209,TAMPIALA
68210,SONI
68211,BANGKIR
68212,DONGKO
68213,MIMBALA
68214,LEMPE
68215,PADDUMPU
68216,ABBAJARENG
68218,BANAGAN
68219,KABINUANG
68220,OGOTUA
68221,TOMPOH
68222,BAMBAPULA
68223,MALAMBIGU
68224,SIMATANG TANJUNG
68225,SIMATANG UTARA
68227,LUOK MANIPI
68228,SALUMBIA
68229,BAMBAPUN
68230,OGOWELE
68231,LAIS
68232,OGOGASANG
68233,MALOMBA
68234,OGOGILI
68235,TINABOGAN
68236,MALULU
68237,MALALA
68238,ANGGASAN
68240,SIBALUTON
68241,KAYU LOMPA
68242,LABONU
68243,SILONDOU
68244,KINAPASAN
68245,KONGKOMOS
68246,OGOSIPAT
68248,BUGA
68249,BATUILO
68250,KAMALU
68251,MUARA BESAR
68252,BILO
68253,LABUAN LOBO
68254,SAMBUJAN
68255,PULIAS
68256,KABETAN
68257,PAGAITAN
68258,BAMBALAGA
68260,JANJA
68261,OYOM
68262,SALUGAN
68263,LAMPASIO
68264,TINADING
68265,SIBEA
68266,MAIBUA
68267,MULYA SARI
68271,TUWELEY
68272,NALU
68273,BARU
68274,PANASAKAN
68275,SIDOARJO
68276,TAMBUN
68277,DADAKITAN
68280,BUNTUNA
68281,LELEAN NONO
68283,OGOMOLI
68284,SANDANA
68285,KALANGKANGAN
68286,LANTAPAN
68287,LAKATAN
68288,TINIGI
68289,GINUNGGUNG
68290,LALOS
68291,TENDE
68292,SABANG
68293,BAJUGAN
68295,TIMBOLO
68296,TELUK JAYA
68297,SANTIGI
68298,LAULALANG
68299,SALUMPAGA
68300,DIULE
68301,PINJAN
68302,BINONTOAN
68303,LAKUAN TOLI-TOLI
68305,GALUMPANG
68306,DUNGINGIS
68307,KAPAS
68308,LINGADAN
68311,MOMUNU
68312,PINAMULA
68313,PUJIMULYO
68314,TALUAN
68315,POTUGU
68316,PANIMBUL
68317,TONGON
68318,LAMADONG II
68319,POMAYAGON
68320,GUAMONIAL
68321,LAMADONG I
68322,PAJEKO
68323,WAKAT
68324,SORAYA
68325,MANGUBI
68327,TAYADUN
68328,POONGAN
68329,BONGO
68330,DOULAN
68331,KANTANAN
68332,KODOLAGON
68333,NEGERI LAMA
68334,BOKAT IV
68335,BUTUKAN
68336,BOKAT
68337,TIKOPO
68338,BUKAMOG
68339,TANG
68340,DUAMAYO
68341,LANGUDON
68343,LONU
68344,TAMIT
68345,BOTUGOLU
68346,BUNOBOGU
68347,KONAMUKAN
68348,PONIPINGAN
68349,INALATAN
68350,DOMAG MEKAR
68352,UMU
68353,MULANGATO
68354,LILITO
68355,TALAKI
68356,BATURATA
68357,KWALABESAR
68358,TOLAU
68359,PALELEH
68360,LINTIDU
68361,PIONOTO
68362,DOPALAK
68363,DOTUNO
68365,BOILAN
68366,KOKOBUKA
68367,AIR TERANG
68368,PANILAN JAYA
68369,JATIMULYA
68370,LOMULI
68371,BALAU
68372,MANIALA
68373,MONGGONIT
68375,BIAU
68376,BUNGKUDU
68377,RANTEMARANU
68378,WINANGUN
68379,MODO
68380,UNONE
68381,MOPU
68382,DIAT
68383,POTANGOAN
68384,BINUANG
68385,YUGUT
68386,MOOYONG
68388,LOKODIDI
68389,MATINAN
68390,TAAT
68391,LOKODOKA
68392,LABUTON
68393,BULAGIDUN
68394,DIAPATI
68395,NANDU
68396,LIPUBOGU
68397,BULOGIDON TANJUNG
68399,MOKUPO
68400,MENDAAN
68401,BARUGA
68402,MONANO
68403,BUSAK I
68404,BUSAK II
68405,LAMAKAN
68407,BODI
68408,TAYOKAN
68409,HARMONI
68410,LUNGUTO
68411,TIMBULON
68412,OYAK
68413,HULUBALANG
68415,BUOL
68416,KALI
68417,LEOK II
68418,LEOK I
68419,KUMALIGON
68420,KULANGO
68421,BUGIS
68423,TUINAN
68424,LAKEA II
68425,LAKEA I
68426,LAKUAN BUOL
68427,BUKAAN
68430,SAEMBA
68431,LEE
68432,KASINGOLI
68433,GONTARA
68434,TOMATA
68435,LONDI
68436,TAENDE
68437,ENSA
68438,KOLAKA
68439,PEONEA
68440,LANUMOR
68442,TABARANO
68444,TIWAA
68445,TAMONJENGI
68446,MAYUMBA
68447,PELERU
68448,ERA
68449,TOMUI KARYA
68451,PETUMBEA
68452,RONTA
68453,KOROWOU
68455,LEMBOBELALA
68456,LEMBOBARU
68457,WAWOPADA
68458,WARAA
68459,TINGKEAO
68460,MORA
68461,ULUANSO
68462,BETELEME
68463,TINOMPO
68464,KUMPI
68465,KOROMPELI
68466,KOROW ALELO
68467,LEMBOROMA
68468,KOROBONDE
68471,JAMOR JAYA
68472,DOLUPO KARYA
68473,BINTANGOR MUKTI
68474,MANDULA
68476,BAHONTULA
68477,BAHOUE
68478,KOLONODALE
68479,TOWARA
68480,MOHONI
68481,BUNGINTIMBE
68482,TOMPIRA
68483,BUNTA
68484,GILILANA
68485,KOYA
68486,KOROLAKI
68487,KOROLAMA
68488,KOROMATANTU
68489,MONDOWE
68491,SAMPALOWO
68492,MOLEONO
68493,MARALEE
68494,TIU
68495,TONTOWEA
68496,GANDA-GANDA
68497,MOLINO
68498,KEUNO
68500,UNGKEA
68501,TANAUGE
68502,MOLORES
68505,OPO
68506,SALUBIRO
68507,TOKALA ATAS
68508,TARONGGO
68509,UEMASI
68510,BATURUBE
68511,KALOMBANG
68512,WOOM PARIGI
68513,POSANGKE
68514,UEWAJU
68515,TIRONGAN BAWAH
68516,BOBA
68517,UERURU
68518,TOKANANAKA
68519,MATUBE
68520,SILITI
68521,TIRONGAN ATAS
68522,LEMO
68523,TAMBAROBONE
68524,TANAKURAYA
68526,MENLUI
68527,LAMBEREA
68528,TOFOISO
68529,MARSAOLEH
68530,MATANO
68531,OBUNGI
68532,BAHOMOTEFE
68533,BAHOMOAHI
68534,ULULERE
68535,KOLONO
68536,GERESA
68537,LAROUE
68538,NAMBO
68539,UNSONGI
68540,LAHUAFU
68541,PUUNGKOILU
68542,BAHONTOBUNGKU
68543,TOFUTI
68544,SAKITA
68545,MATANSALA
68546,BAHORURU
68547,BENTE
68548,IPI
68549,BAHOMOHONI
68550,BAHOMOLEO
68551,BAHOMANTE
68552,LANONA
68554,TUDUA
68556,SAINOA
68557,POLEWALI
68558,UMBELE
68559,PULAU DUA
68560,BAKALA
68561,PAKU
68562,KOBURU
68563,BUTON
68564,JAWI-JAWI
68565,KALEROANG
68566,BUNGINGKELA
68567,LOKOMBULO
68568,BUAJANGKA
68569,WARU-WARU
68570,PADABALE
68571,PADO-PADO
68572,PULAUBAPA
68573,LALEMO
68574,LAMONTOLI
68575,SAMBALAGI
68576,LAROENAI
68577,BULELENG
68578,TORETE
68579,LAFEU
68580,TANDAOLEO
68581,ONE ETE
68582,TANGOFA
68584,BUNGINTENDE
68586,PANIMBAWANG
68587,PO'O
68588,BOELIMAU
68590,ULUNAMBO
68591,TEREBINO
68592,TORUKUNE
68593,NGAPAEA
68594,PADALAA
68595,MOROMPAITONGA
68596,KOFALAGADI
68597,PADEI LAUT
68598,PADEI DARAT
68599,SAMARENGGA
68600,MASADIAN
68601,PULAU TIGA
68602,MATANO
68603,MATARAPE
68604,ULUNIPA
68605,WAWANGKOLONO
68606,BURANGA
68607,DONGKALAN
68609,BAHOEA REKO- REKO
68610,WOSU
68611,LAROBENU
68612,UMPANGA
68613,TONDO
68614,TOPOGARO
68615,AMBUNU
68616,WATA
68617,MARGAMULYA
68618,UEDAGO
68620,PARILANGKE
68621,BAHONSUAI
68622,ATANANGA
68623,PEBATAE
68624,UMBELE
68625,LAMBELU
68626,LIMBO MAKMUR
68627,BERINGIN JAYA
68628,SAMARENDA
68629,LASAMPI
68630,HARAPAN JAYA
68631,PEBOTOA
68632,KARAUPA
68634,BETE-BETE
68635,PADABAHAO
68636,LABOTA
68637,FATUFIA
68638,KEUREA
68639,BAHODOPI
68640,LALAMPU
68641,SIUMBATU
68642,DAMPALA
68643,LE-LE
68644,BAHO MAKMUR
68645,MAKARTIJAYA
68647,BAU
68648,TAMBAYOLI
68649,TANDOYONDO
68650,TAMAINUSI
68651,MALINO
68652,LEMBAHSUMARA
68653,SUMARA JAYA
68654,MALINA JAYA
68655,PANCA MAKMUR
68657,SAMPEANTABA
68658,EMEA
68659,UNGKAYA
68660,MOAHINO
68661,SOLONSA
68662,LANTULA JAYA
68663,PUNTARI MAKMUR
68664,BUMI HARAPAN
68665,SOLONSA JAYA
68667,SEA
68668,WINANGABINO
68669,PARANGISI
68670,LIJO
68671,PANDAUKE
68672,TAMBALE
68673,KOLO ATAS
68674,KOLO BAWAH
68675,MOMO
68676,MENYOE
68677,UEPAKATU
68678,TANA SUMPU
68679,TANANAGAYA
68680,GIRIMULYA
68683,LALONG
68684,LIPULALONGO
68685,PAISULAMO
68686,ALASAN
68687,MANSALEAN
68688,BONTOSI
68689,LIPUTALAS
68691,LOMPIO
68692,TANO BONUNUNGAN
68693,DODUNG
68694,LAMBAKO
68695,KOKINI
68696,LAMPA
68697,TINAKIN LAUT
68698,POTIL POLOLOBA
68699,DANGKALAN
68700,PASIR PUTIH
68702,SOBONON
68703,BOLONAN
68704,BATANG BABASAL
68705,SAMPAKA
68706,SALANGANO
68707,SAMBIUT
68708,SAKAY
68709,TONE
68710,ABASON
68711,LOPITO
68712,KOMBUTOKAN
68714,SALAKAN
68715,MANGGALAI
68716,AMBELANG
68717,SAIYONG
68718,TOMPUDAU
68719,BONGGANAN
68720,BAKA
68721,BULUNGKOBIT
68722,BAKALAN
68723,KAUTU
68724,BUNGIN
68726,TANGKOP
68727,BINUNTULI
68728,POPIDOLON
68729,OKUMEL
68730,TOMBONIKI
68731,KINDANDAL
68732,MAMULUSAN
68733,SALEATI
68734,LIANG
68735,BAJO
68736,BALAYON
68737,BASOSOL
68738,BOYOUMOUTE
68739,APAL
68740,SELEKAN
68742,BULAGI I
68743,TOLO
68744,LALANDAI
68745,MONTOMISAN
68746,SOSOM
68747,BULAGI II
68748,BOLOY
68749,MESELESEK
68750,OLUNO
68751,SUMONDUNG
68752,PELINGSEASA
68753,KOMBA-KOMBA
68754,ALUL
68755,TOOLON
68756,KAMBAL
68758,PAISUBATU
68759,BATANGONO
68760,LALENGAN
68761,PELING LALOMO
68762,LABASIANO
68763,TATABA
68764,MALANGGONG
68765,LEME-LEME BUNGIN
68766,LEME-LEME DARAT
68767,OKULO POTIL
68769,TOROPOT
68770,KOKUDANG
68771,KAUKES
68772,BUNGIN
68773,PANAPAT
68774,NDINDIBUNG
68775,NGGASUANG
68776,MBUANG-MBUANG
68777,TIMPAUS
68778,KASUARI
68779,SONIT
68780,PAISU BEBE
68781,MANDEL
68782,MINANGA
68783,BOLOKUT
68785,BONEPUSO
68786,PALABATU II
68787,TATARANDANG
68788,PANDALUK
68789,OSAN
68790,BALALON
68791,SABELAK
68792,SUIT
68793,LOLANTANG
68794,TOI-TOI
68795,PALABATU I
68796,MANGAIS
68797,UNU
68798,LEMELU
68800,KENDEK
68801,LOKOTOY
68802,POPISI
68803,PAISUMOSONI
68804,TOLISE TUBONO
68805,BONE BARU
68807,TOBING
68808,PAISUMUSONI
68809,TOBUNGIN
68810,MANSAMAT A
68811,MANSAMAT B
68812,KAMPUNG BARU
68813,TINANGKUNG
68814,GANSAL
68815,BOBU
68817,TOGONG  SAGU
68818,TADUNO
68819,KANARI
68820,LANTIBUNG
68821,KALUPAPI
68822,BONE-BONE
68823,MBELEANG
68824,TABULANG
68825,SASABOBOK
68826,BUNGIN LUEAN
68828,ADEAN
68829,BADUMPAYAN
68830,TIMBONG
68831,MOMINIT
68832,GONG-GONG
68833,MONSONGAN
68835,MATANGA
68836,TOLOKIBIT
68837,BENTEAN
68838,MALINO PADAS
68839,KELAPA LIMA
68841,KALUMBATAN
68842,TONUSON
68843,TOBUNGKU
68844,NULION
68845,PELEY
68846,KANALI
68847,MATA
68849,PATUKUKI
68850,BALOMBONG
68851,KOLAK
68852,KOYOBUNGA
68853,ALAKASING
68854,TOMBOS
68855,LUK
68856,LABIBI
68857,POPISI
68858,TOLULOS
68859,TUNGGALING
68861,SABANG
68862,SAMBULANGAN
68863,BANGUNEMO
68864,PAISULUNO
68865,MONTOP
68866,BOLUBUNG
68867,BAKALINGA
68868,LUKPANENTENG
68869,KOYOBUNGA
68870,OMBULI
68871,MANDOK
68873,LUMBI-LUMBIA
68874,KAMBANI
68875,TATABAU
68876,BUKO
68877,PALAPAT
68878,LABANGUN
68879,SEANO
68880,APAL
68882,TATAKALAI
68883,LALONG
68884,PONDING-PONDING
68885,LUKSAGU
68886,PALAM
68889,MASIGI
68890,MAESA
68891,LOJI
68892,BANTAYA
68893,KAMPAL
68894,OLAYA
