align_results_201904222126.csvid,nama
65954,POOPO
65955,MANEMBO
65956,SINSINGON
65957,INSIL
65958,MOBUYA
65959,INSIL BARU
65961,AMBANG I
65962,AMBANG II
65963,TADOY
65964,BOLAANG
65965,BANTIK
65966,LOLAN
65967,TADOY I
65969,BILALANG III
65970,BILALANG IV
65971,TUDU AOG
65972,TUDU AOG BARU
65973,KOLINGANGAAN
65976,MASARANG
65977,RINEGETAN
65978,ROONG
65979,TUUTU
65980,TOUNKURAMBER
65981,WAWALINTOUAN
65982,REREWOKAN
65983,WATULAMBOT
65984,WEWELAN
65986,LUAAN
65987,RANOWANGKO
65988,WENGKOL
65989,KENDIS
65990,KATINGGOLAN
65991,LININGAAN
65992,TALER
65993, KINIAR
65994,TOULUOR
65995,PAPAKELAN
65996,MAKALOUNSOW
65998,TELAP
65999,WATUMEA
66000,ERIS
66001,MAUMBI
66002,TANDENGAN
66003,RANOMERUT
66004,TOULIANG OKI
66006,TULAP
66007,LALUMPE
66008,KAYUBESI
66009,RANOWANGKO II
66010,KOMBI
66011,SAWANGAN
66012,KOLONGAN
66013,RERER
66014,KINALEOSAN
66015,MAKALISUNG
66016,KALAWIRAN
66018,KAPATARAN
66019,SERETAN
66020,ATEP OKI
66021,KAROR
66022,KALEOSAN
66023,WATULANEY
66024,KAYUROYA
66026,WAILANG
66027,BUKIT TINGGI
66028,KAYUWATU
66029,WINERU
66030,RINONDOR
66031,SENDANGAN
66032,SIMBEL
66033,TOULIANG
66035,PANASEN
66036,TOTOLAN
66037,PASSO
66038,TOUNTIMOMOR
66039,WASIAN
66040,PAHALETEN
66042,TOUNELET
66043,PASLATEN
66044,KAWENG
66045,TOULIMEMBET
66047,PINABETENGAN
66048,TONSEWER
66049,TOUURE
66050,TEMBER
66051,KAMANGA
66052,SENDANGAN
66053,TALIKURAN
66054,TOMPASO DUA
66055,TEMPOK
66056,LIBA
66057,TOLOK
66059,KASURATAN
66060,PAREPEI
66061,PULUTAN
66062,SINUIAN
66063,KAIMA
66064,SENDANGAN
66065,TIMU
66066,TALIKURAN
66067,TAMPUSU
66068,PASLATEN
66069,LELEKO
66071,TEEP
66072,KARONDORAN
66073,WALEURE
66074,AMONGENA I
66075,AMONGENA II
66076,SUMARAYAR
66077,WOLAANG
66079,KOYAWAS
66080,WALEWANGKO
66081,NOONGAN
66082,RARINGIS
66083,AMPRENG
66084,TUMARATAS
66085,PASLATEN
66086,LOWIAN
66087,TOUNELET
66088,KOPIWANGKER
66090,LEILEM
66091,KOLONGAN ATAS
66092,TOUNELET
66093,TALIKURAN
66094,KAUNERAN
66095,SENDANGAN
66096,RAMBUNAN
66097,SAWANGAN
66098,TINCEP
66099,TIMBUKAR
66101,SENDANGAN
66102,TALIKURAN
66103,UNER
66104,KINALI
66105,RANOLAMBOT
66106,TOMBASIAN ATAS
66109,KAYUUWI
66112,TONDEGESAN
66113,TOMBASIAN BAWAH
66115,PINELENG I
66116,PINELENG II
66117,SEA I
66118,SEA II
66119,WINAGUN ATAS
66120,WAREMBUNGAN
66121,SEA
66122,KALASEY SATU
66123,KALASEY DUA
66124,TATELI
66125,TATELI WERU
66126,KOHA
66127,AGOTEY
66128,KALI
66130,KEMBES II
66131,KEMBES I
66132,TOUMBULUAN
66133,KOKA
66134,SULUAN
66135,KAMANGTA
66136,SAWANGAN
66137,RUMENGKOR
66139,KUMU
66140,TELING
66141,POOPOH
66142,RANOWANGKO
66143,SENDUK
66144,RANOTONGKOR
66145,PINASUNGKULAN
66146,LEMOH
66147,MOKUPA
66148,SARANI MATANI
66149,BORGO
66150,TAMBALA
66154,SUMALANGKA
66155,SASARAN
66156,KAMPUNG JAWA
66157,WULAUAN
66158,MARAWAS
66159,TONSEA LAMA
66160,KEMBUAN
66162,PALAMBA
66163,ATEP
66164,MANEMBO
66165,TEMBOAN
66166,RUMBIA
66167,WINEBETAN
66168,KAAYURAN ATAS
66169,KAAYURAN BAWAH
66170,KAWATAK
66172,URONGO
66173,TOUNSARU
66174,TATAARAN II
66175,TATAARAN I
66176,KOYA
66177,PALELOAN
66178,TATAARAN PATAR
66179,MAESA UNIMA
66181,WALANTAKAN
66182,TARAITAK
66183,KARUMENGA
66184,TORAGET
66185,TEMPANG
66186,TEMPANG II
66187,TEMPANG III
66190,KALASUGE
66191,BAHU
66192,MALA
66193,KALEKUBE
66194,NAHA
66195,BEHA
66196,UTAURANO
66197,LENGANENG
66198,TAROLANG
66199,TOLA
66200,KALURAE
66201,BENGKETANG
66202,PETTA
66203,BOWONGKULU
66204,PUSUNGE
66205,MOADE
66206,RAKU
66207,PETTA TIMUR
66208,PETTA BARAT
66209,PETTA SELATAN
66210,LIKUANG
66211,KALEKUBE I
66212,BOWONGKULU I
66213,NAHA I
66215,NANEDAKELE
66216,NUSA
66217,BUKIDE
66218,BUKIDE TIMUR
66219,NANUSA
66221,KALUWATU
66222,LAINE
66223,LAPANGO
66224,SOWAENG
66225,NGALIPAENG I
66226,NGALIPAENG II
66227,BATUNDERANG
66228,BEBALANG
66229,MAWIRA
66230,PINDANG
66231,LAPEPAHE
66232,LEHIMI TARIANG
66233,LAPANGO I
66235,KALAMA
66236,KAHAKITANG
66237,MAHENGETANG
66238,PARA
66239,DALAKO BEMBANEHE
66240,TALEKO BATUSAIKI
66241,PARA I
66243,NAGHA I
66244,NAGHA II
66245,POKOL
66246,BALANE
66247,BINALA
66248,ULUNG PELIANG
66249,MENGGAWA
66250,KALINDA
66251,BEBU
66252,MAKALEKUHE
66253,PANANARU
66254,DAGHO
66255,MAHUMU
66256,LELIPANG
66257,MENGGAWA II
66258,KALAMA DARAT
66259,KALINDA I
66260,MAHUMU I
66261,MAHUMU II
66262,HESANG
66264,TAWOALI
66265,BARANGKA
66266,NAHEPESE
66267,MANUMPITAENG
66268,TALOARANE
66269,MALA
66270,KARATUNG I
66271,KARATUNG II
66272,KAUHIS
66273,SESIWUNG
66274,LEBO
66275,BARANGKALANG
66276,BELENGANG
66277,BAKALAENG
66278,HIUNG
66279,PINEBENTENGANG
66280,TALOARANE I
66281,BENGKA
66283,BOWONGKALI
66284,KULUR I
66285,KULUR II
66286,BIRA
66287,KUMA
66288,BUNGALAWANG
66289,MIULU
66290,GUNUNG
66291,TALENGEN
66292,BIRU
66293,TARIANG BARU
66294,SENSONG
66295,RENDINGAN
66296,PALAHANAENG
66297,TIMBELANG
66298,PELELANGEN
66299,MALUENG
66300,KUMA I
66302,SIMUENG
66303,BENTUNG
66304,LESABE
66305,MALAMMENGGU
66306,PALARENG
66307,BINEBAS
66308,MANDOI
66309,BATUWINGKUNG
66310,BIRAHI
66311,LAOTONGAN
66312,BUKIDE
66313,KALAGHENG
66314,LESABE I
66315,BULO
66317,KENDAHE I
66318,KENDAHE II
66319,TALAWID
66320,TARIANG LAMA
66321,PEMPALARAENG
66322,MOHONG SAWANG
66323,LIPANG
66324,KAWALUSO
66326,SAWANG BENDAR
66327,SOATALOARA I
66328,APENGSEMBEKA
66329,MAHENA
66330,BUNGALAWANG
66331,SANTIAGO
66332,MANENTE
66333,SOATALOARA II
66335,HANGKE
66336,SALURANG
66337,TAMBUNG
66338,BEENG
66339,LEHUPU
66340,BOWONE
66341,BEENG LAUT
66342,TENDA
66343,AHA PATUNG
66345,PINTARENG
66346,BASAUH
66347,TUMALEDE
66348,SAMPAKANG
66349,DALOKAWENG
66350,MALISADE
66352,PANANEKENG
66353,ANGGES
66354,KOLONGAN MITUNG
66355,KOLONGAN BEHA
66356,KOLONGAN BEHA BARU
66357,KOLONGAN AKEMBAWI
66359,LESA
66360,ENENGPAHEMBANG
66361,TAPUANG
66362,TIDORE
66363,TONA I
66364,TONA II
66365,DUMUHUNG
66366,BATULEWEHE
66368,MARORE
66369,KAWIO
66370,MATUTUANG
66373,LIRUNG
66374,LIRUNG I
66375,LIRUNG MATANE
66376,SEREH
66377,MUSI
66378,TALOLANG
66379,SEREH I
66381,B E O
66382,BEO TIMUR
66383,BEO BARAT
66384,BANTIK
66385,BENGEL
66386,BANTIK LAMA
66388,A L O
66389,N U N U
66390,R A I N I S
66391,BANTANE
66392,TABANG
66393,PARANGEN
66394,BANTANE UTARA
66395,TABANG BARAT
66396,NUNU UTARA
66397,RAINIS BATUPENGA
66398,ALO UTARA
66400,E S S A N G
66401,LALUE
66402,BULUDE
66403,MARIRIK
66404,ESSANG SELATAN
66405,BULUDE SELATAN
66406,LALUE TENGAH
66407,LALUE UTARA
66409,KAKOROTAN
66410,MARAMPIT
66411,LALUHE
66412,DAMPULIS
66413,KARATUNG
66414,KARATUNG TENGAH
66415,KARATUNG SELATAN
66416,DAMPULIS SELATAN
66417,MARAMPIT TIMUR
66419,PANGERAN
66420,BULUDE
66421,PANTUGE
66422,KABARUAN
66423,MANGARAN
66424,KORDAKEL
66425,RARANGE
66426,TADUNA
66427,KABARUAN TIMUR
66428,PANTUGE TIMUR
66429,PANNULAN
66430,BULUDE SELATAN
66432,MELONGUANE
66433,MELONGUANE TIMUR
66434,MELONGUANE BARAT
66435,MALA
66436,KIAMA
66437,TARUN
66438,SAWANG
66439,AMBELA
66440,TARUN  SELATAN
66441,KIAMA BARAT
66442,KIAMA MAREDAREN
66443,SAWANG UTARA
66444,MALA TIMUR
66446,MAMAHAN
66447,BAMBUNG
66448,TATURAN
66449,G E M E H
66450,ARANGKAA
66451,MALAT
66452,APAN
66453,TARUAN
66454,BANNADA
66455,GEMEH RASMATA
66456,GEMEH WANTANE
66457,BAMBUNG TIMUR
66458,MALAT UTARA
66459,MAMAHAN BARAT
66460,LAHU
66462,PERET
66463,IGHIK
66464,BIRANG
66465,AKAS
66466,DAMAU
66467,DAMAU BOWONE
66468,TADUWALE
66469,AKAS BALANE
66471,TUABATU
66472,DAPALAN
66473,R I U N G
66474,A M M A T
66475,BINALANG
66476,GANALO
66477,DAPIHE
66478,TUABATU BARAT
66479,AMMAT SELATAN
66480,BINALANG TIMUR
66481,RIUNG UTARA
66483,BITUNURIS
66484,BITUNURIS SELATAN
66485,SALIBABU
66486,SALIBABU UTARA
66487,DALUM
66488,BALANG
66490,KALONGAN
66491,KALONGAN UTARA
66492,KALONGAN SELATAN
66493,ALUDE
66494,MUSI I
66496,PULAU MIANGAS
66498,MAKATARA
66499,MAKATARA TIMUR
66500,AWIT
66501,AWIT SELATAN
66502,RAE
66503,RAE SELATAN
66504,LOBBO
66505,LOBBO I
66507,PULUTAN
66508,PULUTAN UTARA
66509,PULUTAN SELATAN
66510,DARAN
66511,DARAN UTARA
66513,TULE
66514,TULE TENGAH
66515,TULE UTARA
66516,BOWOMBARU
66517,BOWOMBARU TENGAH
66518,BOWOMBARU UTARA
66520,MORONGE
66521,MORONGE I
66522,MORONGE II
66523,MORONGE SELATAN
66524,MORONGE SELATAN II
66525,MORONGE SELATAN I
66527,PAMPALU
66528,RUSO
66529,NIAMPAK
66530,NIAMPAK UTARA
66531,TAROHAN
66532,TAROHAN SELATAN
66533,MATAHIT
66535,SAMBUARA SATU
66536,SAMBUARA
66537,ENSEM
66538,ENSEM TIMUR
66539,BATUMBALANGO
66540,AMBIA
66541,AMBIA UTARA
66542,K U M A
66543,KUMA SELATAN
66546,SINISIR
66547,KAKENTURAN
66548,PALELON
66549,PINASUNGKULAN
66550,WULURMAATUS
66551,MAKAARUYEN
66552,LINELEAN
66553,MOKOBANG
66555,RARAATEAN
66556,SION
66557,TOMPASO BARU I
66558,KINALAWIRAN
66559,TOMPASO BARU II
66560,PINAESAAN
66561,TOROUT
66562,LINDANGAN
66563,KAROWA
66564,LIANDOK
66566,POOPO
66567,RANOYAPO
66568,MOPOLO
66569,BERINGIN
66570,POWALUTAN
66571,LOMPAD
66572,LOMPAD BARU
66573,PONTAK
66574,POOPO UTARA
66575,POOPO BARAT
66576,PONTAK SATU
66578,MOTOLING
66579,MOTOLING MAWALE
66580,MOTOLING I
66581,MOTOLING II
66582,PICUAN BARU
66583,LALUMPE
66584,RAANAN LAMA
66586,BLONGKO
66587,BOYONGPANTE
66588,TINIAWANGKO
66589,ONGKAW I
66590,ONGKAW II
66591,AERGALE
66592,POIGAR I
66593,POIGAR II
66594,DURIAN
66595,TANAMON
66597,BOYONG ATAS
66598,PAKU URE II
66599,TENGA
66600,RADEY
66601,TAWAANG
66602,PAKUWERU
66603,SAPA
66604,PAKUURE SATU
66605,PAKUURE TIGA
66606,MOLINOW
66607,PAKU URE
66608,PAKU URE TINANIAN
66609,PAKU URE KINAMANG
66610,PAKUWERU UTARA
66611,SAPA BARAT
66612,SAPA TIMUR
66614,BUYUNGON
66615,RANOYAPO
66616,UWURAN I
66617,UWURAN II
66618,LEWET
66619,BITUNG
66620,RANOKETANG TUA
66621,KILOMETER 3
66623,TUMPAAN SATU
66624,TUMPAAN
66625,MATANI
66626,POPONTOLEN
66627,LELEMA
66628,TANGKUNEI
66629,MUNTE
66630,TUMPAAN BARU
66631,MATANI SATU
66632,TUMPAAN DUA
66634,PINAMORONGAN
66635,KANEYAN
66636,KORENG
66637,TUMALUNTUNG
66638,RUMOONG ATAS
66639,LANSOT
66640,WIAU LAPI
66641,WUWUK
66642,RUMOONG ATAS DUA
66644,KUMELEMBUAI
66645,KUMELEMBUAI ATAS
66646,KUMELEMBUAI SATU
66647,MALOLA
66648,MALOLA I
66649,MAKASILI
66650,KUMELEMBUAI DUA
66652,TUMANI
66653,LOWIAN
66654,KINAWERUAN
66655,LININGAAN
66656,BOJONEGORO
66657,TAMBELANG
66658,KINAMANG
66659,TEMBOAN
66660,KINAMANG SATU
66662,KAWANGKOAN BAWAH
66664,KAPITU
66665,RUMOONG BAWAH D
66666,TEWASEN
66667,PONDOS
66668,ELUSAN
66669,TEEP
66670,WAKAN
66672,PONDANG
66673,RANOMEA
66674,LOPANA
66675,PINALING
66676,KOTA MENARA
66677,MALIKU
66678,RITEY
66679,MALENOS BARU
66681,PASLATEN
66682,SULU
66683,BAJO
66684,WAWONA
66685,POPARENG
66686,WAWONTULAP
66687,SONDAKEN
66688,PUNGKOL
66689,RAPRAP
66690,PASLATEN SATU
66691,ARAKAN
66693,TONDEI
66694,TONDEI SATU
66695,TONDEI DUA
66696,RAANAN BARU
66697,RAANAN BARU SATU
66698,RAANAN BARU DUA
66699,TOYOPON
66700,KEROIT
66702,KARIMBOW
66703,KARIMBOW TALIKURAN
66704,TOKIN
66705,TOKIN BARU
66706,WANGA AMONGENA
66707,WANGA
66708,PICUAN
66709,PICUAN SATU
66711,TALAITAD
66712,SULUUN SATU
66713,SULUUN DUA
66714,SULUUN TIGA
66715,SULUUN EMPAT
66716,PINAPALANGKOW
66717,KAPOYA
66720,MAKALISUNG
66721,WALEO
66722,LILANG
66723,LANSOT
66724,KEMA III
66725,KEMA II
66726,KEMA I
66727,TONTALETE
66728,TONTAALETE ROK-ROK
66730,KAUDITAN II
66731,KAUDITAN I
66732,KAWILEY
66733,TREMAN
66734,KAIMA
66735,KAREGESAN
66736,KAASAR
66737,LEMBEAN
66738,PASLATEN
66739,TUMALUNTUNG
66740,WATUDAMBO
66741,WATUDAMBO DUA
66743,AIRMADIDI BAWAH
66744,RAP-RAP
66745,SARONSONG I
66746,AIRMADIDI ATAS
66747,SUKUR
66748,SARONGSONG II
66749,TANGGARI
66750,SAMPIRI
66751,SAWANGAN
66753,TIWOHO
66754,WORI
66755,KIMA BAJO
66756,TALAWAAN BANTIK
66757,TALAWAAN ATAS
66758,BUDO
66759,DARUNU
66760,MANTEHAGE III TINONGKO
66761,NAIN
66762,MANTEHAGE/BUHIAS
66763,MANTEHAGE/BANGO
66764,MANTEHAGE II TANGKASI
66765,KULU
66766,BULO
66767,LANSA
66768,LANTUNG
66769,PONTOH
66770,MINAESA
66771,NAIN TATAMPI
66773,MATUNGKAS
66774,LAIKIT
66775,KLABAT
66776,PINILIH
66777,TATELU
66778,WARUKAPAS
66779,TETEY
66780,WASIAN
66781,LUMPIAS
66782,DIMEMBE
66783,TATELU RONDOR
66785,GANGGA I
66786,GANGGA II
66787,TALISE
66788,AIRBANUA
66789,PALAES
66790,MALIAMBAO
66791,TERMAAL
66792,PAPUTUNGAN
66793,JAYAKARSA
66794,TANAH PUTIH
66795,BAHOI
66796,TARABITAN
66797,SEREI
66798,SONSILO
66799,MUBUNE
66800,MUNTE
66801,BULUTUI
66802,WAWUNIAN
66804,LIKUPANG I
66805,LIKUPANG II
66806,SARAWET
66807,WINERU
66808,MAEN
66809,WINURI
66810,MARINSOW
66811,PULISAN
66812,KALINAUN
66813,RINONDORAN
66814,PINENEK
66815,LIHUNU
66816,KAHUKU
66817,LIBAS
66818,LIKUPANG KAMPUNG AMBONG
66820,SUWAAN
66821,KUWIL
66822,KAWANGKOAN
66823,KOLONGAN
66824,MAUMBI
66825,KALEOSAN
66826,WATUTUMOU
66827,KALAWAT
66828,KAWANGKOAN BARU
66829,WATUTUMOU DUA
66830,WATUTUMOU TIGA
66831,KOLONGAN TETEMPANGAN
66833,PANIKI ATAS
66834,KOLONGAN
66835,TALAWAAN
66836,MAPANGET
66837,WUSA
66838,WARISA
66839,TUMBOHON
66840,WINETIN
66841,PATOKAAN
66842,TEEPWARISA
66843,PANIKI BARU
66844,WARISA KAMPUNG BARU
66846,WANGURER
66847,KAWERUAN
66850,BATU
66851,WEROT
66852,PASLATEN
66855,TOSURAYA
66856,WAWALI
66857,LOWU DUA
66858,LOWU SATU
66859,LIWUTUNG
66860,TOWUNTU
66861,RASI
66862,WIOI
66864,PANGU
66865,TOLOMBUKAN
66866,PONIKI
66867,MAULIT
66869,TOWUNTU TIMUR
66871,TATENGESAN
66872,WIAU
66873,BENTENAN
66874,TUMBAK
66875,MAKALU
66876,MINANGA
66877,MINANGA SATU
66878,BENTENAN INDAH
66880,MANGKIT
66881,BORGO
66882,BELANG
66883,BUKU
66884,BERINGIN
66885,TABABO
66886,WATULINEY
66887,MOLOMPAR
66888,BUKU UTARA
66889,BUKU SELATAN
66891,RATATOTOK SATU
66892,RATATOTOK DUA
66893,RATATOTOK SELATAN
66894,RATATOTOK TIMUR
66895,BASAAN
66896,BASAAN SATU
66897,MOREA
66898,MOREA SATU
66899,SOYOAN
66903,ESANDOM
66904,MUNDUNG
66905,WINORANGIAN
66906,TONSAWANG
66907,KUYANGA
66908,BETELEN
66909,TOMBATU SATU
66912,KALI
66913,TOMBATU
66914,BETELEN SATU
66915,KALI OKI
66916,KUYANGA SATU
66917,MUNDUNG SATU
66920,LOBU
66921,RANOKETANG ATAS
66922,TOUNDANOUW
66923,LOBU SATU
66924,LOBU DUA
66925,RANOAKO
66926,TAMBELANG
66927,BUNAG
66928,BANGA
66930,PISA
66931,SUHUYON
66932,KALAIT
66933,SILIAN
66935,TOUNDANOUW SATU
66938,SANGKUB I
66939,BUSISINGO
66940,SANGTOMBOLANG
66941,TOMBOLANGO
66942,PANGKUSA
66943,SANGKUB II
66944,SIDODADI
66945,SAMPIRO
66946,SANGKUB III
66947,BUSISINGO UTARA
66948,SANGKUB IV
66950,BINTAUNA
66951,HUNTUK
66952,MOME
66953,KUHANGA
66954,PADANG
66955,PIMPI
66956,BUNIA
66957,TALAGA
66958,BATULINTIK
66959,BINTAUNA PANTAI
66960,MINANGA
66961,KOPI
66962,VOA'A
66963,BUNONG
66964,PADANG BARAT
66966,MOKODITEK
66967,NUNUKA
66968,SALEO
66969,BOHABAK I
66970,BOHABAK II
66971,BINJEITA
66972,BIONTONG
66973,BIONTONG I
66974,BIONTONG II
66975,BOHABAK III
66976,BOHABAK IV
66977,MOKODITEK I
66978,BINJEITA I
66979,BINJEITA II
66980,BINUANGA
66981,SALEO I
66983,PAKU
66984,OLLOT
66985,SONUO
66986,JAMBUSARANG
66987,TALAGA TOMOAGU
66988,BOLANGITANG
66989,LANGI
66990,IYOK
66991,TOTE
66992,WAKAT
66993,BOLANGITANG I
66994,BOLANGITANG II
66995,OLLOT I
66996,OLLOT II
66997,TALAGA
66998,PAKU SELATAN
67000,SOLO
67001,BOROKO
67002,BIGO
67003,KUALA
67004,PONTAK
67005,INOMUNGA
67006,KOMUS II
67007,BOROKO TIMUR
67008,KUALA UTARA
67009,SOLIGIR
67010,BIGO SELATAN
67011,INOMUNGA UTARA
67012,KOMUS II TIMUR
67014,KOMUS I
67015,TUNTUNG
67016,BATU TAJAM
67017,DALAPULI
67018,BUKO
67019,DENGI
67020,TOMBULANG
67021,TONTULOW
67022,KAYUOGU
67023,TANJUNG SIDUPA
67024,BUKO SELATAN
67025,BUSATO
67026,BATU BANTAYO
67027,DALAPULI TIMUR
67028,DALAPULI BARAT
67029,BUKO UTARA
67030,TONTULOW UTARA
67031,TOMBULANG TIMUR
67032,DUINI
67033,TUNTUNG TIMUR
67034,TOMBULANG PANTAI
67037,TATAHADENG
67038,TARORANE
67039,AKESIMBEKA
67040,BAHU
67041,BUKIDE
67042,APELAWO
67043,DEAHE
67044,LIA
67045,KANANG
67046,BUISE
67047,KARALUNG
67048,DAME
67049,BEBALI
67050,DAME I
67052,PELING SAWANG
67053,PASENG
67054,PANIKI
67055,ONDONG
67056,KANAWONG
67057,BUMBIHA
67058,PEHE
67059,LEHI
67060,PELING
67061,MAKALEHI
67063,BAHOI
67064,BALEHUMARA
67065,LESAH
67066,BOTO
67067,MOHONGSAWANG
67068,APENGSALA
67069,MULENGAN
67070,MAHANGIANG
67071,TULUSAN
67072,HAASI
67073,PUMPENTE
67074,LAINGPATEHI
67075,LESAH RENDE
67076,BARANGKA PEHE
67078,MALA
67079,PANGIROLONG
67080,SAWANG
67081,BANDIL
67082,BIAU
67083,BALIRANGENG
67084,BUHIAS
67085,TAPILE
67086,LAHOPANG
67087,BINALU
67088,KALIHIANG
67089,PAHEPA
67091,TANAKI
67092,KAPETA
67093,TALAWID
67094,LAGHAENG
67095,MAKOA
67096,BATUSENGGO
67097,MAHUNENI
67099,BULANGAN
67100,MINANGA
67101,WO
67102,BAWOLEU
67103,LUMBO
67104,BAWO
67106,BUANG
67107,KARUNGO
67108,LAMANGGO
67109,DALINSAHENG
67110,TOPE
67112,KINALI
67113,HIUNG
67114,KIAWANG
67115,KAWAHANG
67116,BATUBULAN
67117,NAMENG
67118,MINI
67120,SALILI
67121,BEONG
67122,LAI
67123,DOMPASE
67125,HUMBIA
67126,KISIHANG
67127,BIRA KIAMA
67128,BUHA
67129,BATUMAWIRA
67132,MOLAS
67133,MANADO TUA SATU
67134,MANADO TUA DUA
67135,ALUNG BANUA
67136,BUNAKEN
67137,TONGKAINA
67138,MERAS
67139,BAILANG
67141,BITUNG KARANGRIA
67142,TUMINTING
67143,TUMUMPA SATU
67144,MAASING
67145,SINDULANG SATU
67146,SINDULANG DUA
67147,ISLAM
67148,TUMUMPA DUA
67149,SUMOMPO
67150,MAHAWU
67152,SINGKIL SATU
67153,SINGKIL DUA
67154,WAWONASA
67155,KARAME
67156,KETANG BARU
67157,TERNATE BARU
67158,KOMBOS BARAT
67159,KOMBOS TIMUR
67160,TERNATE TANJUNG
67162,TIKALA KUMARAKA
67163,MAHAKERET TIMUR
67164,MAHAKERET BARAT
67165,TELING BAWAH
67166,WENANG UTARA
67167,WENANG SELATAN
67168,PINAESAAN
67169,CALACA
67170,ISTIQLAL
67171,LAWANGIRUNG
67172,KOMO LUAR
67173,BUMI BERINGIN
67175,DENDENGAN DALAM
67176,KAIRAGI WERU
67178,PERKAMIL
67179,MALENDENG
67181,DENDENGAN LUAR
67182,TIKALA BARU
67183,TAAS
67184,PAAL IV
67185,BANJER
67186,TIKALA ARES
67188,SARIO UTARA
67189,SARIO KOTABARU
67190,SARIO TUMPAAN
67191,SARIO
67192,TITIWUNGAN UTARA
67193,TITIWUNGAN SELATAN
67194,RANOTANA
67196,WANEA
67197,TANJUNG BATU
67198,PAKOWA
67199,BUMI NYIUR
67200,RANOTANA WERU
67201,TELING ATAS
67202,TINGKULU
67203,KAROMBASAN UTARA
67204,KAROMBASAN SELATAN
67206,PANIKI BAWAH
67207,LAPANGAN
67208,MAPANGET BARAT
67209,KIMA ATAS
67210,BUHA
67211,BENGKOL
67212,PANDU
67213,KAIRAGI SATU
67214,KAIRAGI DUA
67215,PANIKI SATU
67216,PANIKI DUA
67218,MALALAYANG SATU
67219,BAHU
67220,KLEAK
67221,BATU KOTA
67222,MALALAYANG SATU TIMUR
67223,MALALAYANG SATU BARAT
67224,MALALAYANG DUA
67225,WINANGUN SATU
67226,WINANGUN DUA
67229,PASIR PANJANG
67230,PAUDEAN
67231,BATULUBANG
67232,PAPUSUNGAN
67233,PANCURAN
67234,DORBOLAANG
67235,KELAPA DUA
67237,WANGURER BARAT
67238,PACEDA
67239,MADIDIR URE
67240,KADOODAN
67241,MADIDIR WERU
67242,MADIDIR UNET
67243,WANGURER TIMUR
67244,WANGURER UTARA
67246,KARONDORAN
67247,KUMERSOT
67248,PINOKALAN
67249,TEWAAN
67250,DANOWUDU
67251,DUASADARA
67252,APELA  DUA
67253,APELA SATU
67254,PINASUNGKULAN
67255,BATUPUTIH ATAS
67256,BATUPUTIH  BAWAH
67258,PATETEN SATU
67259,WINENET SATU
67260,AERTEMBAGA SATU
67261,TANDURUSA
67262,MAKAWIDEY
67263,PINANGUNIAN
67264,PATETEN DUA
67265,WINENET DUA
67266,KASAWARI
67267,AERTEMBAGA DUA
67269,TANJUNG MERAH
67270,SAGERAT
67271,MANEMBO-NEMBO ATAS
67272,MANEMBO-NEMBO
67273,SAGERAT WERU SATU
67274,SAGERAT WERU DUA
67275,MANEMBO-NEMBO TENGAH
67276,TENDEKI
67278,GIRIAN ATAS
67279,GIRIAN WERU SATU
67280,GIRIAN BAWAH
67281,GIRIAN PERMAI
67282,GIRIAN WERU DUA
67283,GIRIAN INDAH
67284,WANGURER
67286,BITUNG BARAT SATU
67287,PAKADOODAN
67288,BITUNG BARAT  DUA
67289,BITUNG TENGAH
67290,BITUNG TIMUR
67291,KAKENTURAN  SATU
67292,KEKENTURAN DUA
67293,PATETEN TIGA
67295,MAWALI
67296,PINTU KOTA
67297,BINUANG
67298,MOTTO
67299,LIRANG
67300,POSOKAN
67301,NUSU
67302,KAREKO
67303,GUNUNG WOKA
67304,BATUKOTA
67307,PINARAS
67308,LAHENDONG
67309,TONDANGOW
67310,PANGOLOMBIAN
67311,TUMATANGTANG
67312,KAMPUNG JAWA
67313,LANSOT
67314,WALIAN
67315,ULUINDANO
67316,WALIAN SATU
67317,WALIAN DUA
67318,TUMATANGTANG SATU
67320,TALETE  SATU
67321,TALETE DUA
67322,KAMASI
67323,KOLONGAN
67324,MATANI SATU
67325,MATANI DUA
67326,MATANI TIGA
67327,KAMASI SATU
67328,KOLONGAN SATU
67330,TINOOR SATU
67331,TINOOR DUA
67332,KINILOW
67333,KAKASKASEN SATU
67334,KAKASKASEN DUA
67335,KAKASKASEN TIGA
67336,WAILAN
67337,KAYAWU
67338,KINILOW SATU
67339,KAKASKASEN
67341,WOLOAN SATU
67342,WOLOAN DUA
67343,WOLOAN TIGA
67344,TARATARA SATU
67345,TARATARA DUA
67346,WOLOAN SATU UTARA
67347,TARATARA
67348,TARATARA TIGA
67350,PASLATEN SATU
67351,PASLATEN  DUA
67352,RURUKAN
67353,RURUKAN SATU
67354,KUMELEMBUAY
67357,BIGA
67358,UPAI
67359,GENGGULANG
67360,BILALANG I
67361,BILALANG II
67362,PONTODON
67363,SIA
67364,PONTODON TIMUR
67366,KOTOBANGUN
67367,TUMUBUI
67368,SININDIAN
67369,MATALI
67370,MOTOBOI BESAR
67371,KOBO BESAR
67372,MOYAG
67373,KOBO KECIL
67374,MOYAG TAMPOAN
67375,MOYAG TODULAN
67377,MOTOBOI KECIL
67378,MONGONDOW
67379,POBUNDAYAN
67380,POYOWA BESAR I
67381,POYOWA BESAR II
67382,TABANG
67383,BUNGKO
67384,KOPANDAKAN I
